path,labels
nep_0546_8540565259,लालसिंह भण्डारी नेपालका लोकप्रिय गायक हुन्
nep_0546_8564533324,एउटा पीडित मनस्थिति बौलाएर अनेक बक्छ
nep_0546_8664466780,अडियो डाटा सङ्कुचन प्रविधि
nep_0546_8677425651,गायक फत्तेमान राजभण्डारी साह्रै बिरामी परेको खबर आएको धेरै दिन नबित्दै आज एकाबिहानै उनको मृत्युको खबर आयो
nep_0546_8679094848,न्युरेनी ताल कास्की जिल्लाको लेखनाथ नगरपालिकामा अवस्थित ताल हो
nep_0546_8708178608,अमेरिकी अल्पाइन स्कि रेसर
nep_0546_8722667846,सुनको गेट अन्तर्राष्ट्रिय कलेजको वास्तवमै विश्वव्यापी स्तरको शिक्षा प्रदान गर्दै आएको छ
nep_0546_8729437951,अफ्रिकी महादेशको पश्चिमी क्षेत्र
nep_0546_8745630097,उत्तेस भोजनालयले यो बाटे हुँदै घुम्न आउने पर्यटकहरूलाई छिटो र मिठो खाना प्रदान गर्दै आएको छ
nep_0546_8764132304,केसीका बारेमा शब्दचित्रमा किरण केसी नामक पुस्तक दुई हजार पैसट्ठीमा उहाँकै जन्म दिनमा छापियो
nep_0546_8764721307,किराँतभित्र पनि कोयु कोयाङ कोइँच कोच कुकी कुलुङ किरावा आदि जातिहरू हुन्छ
nep_0546_8768125323,स्पेनको ऐरागोनको स्वायत्त समुदायमा रहेको सहर
nep_0546_8776000401,निरज कुमारको जन्म सुदूरपश्चिम नेपालको बझाङ जिल्लामा भएको हो
nep_0546_8791936845,उन्नाइस सय त्रियानब्बेमा कोलम्बियाली फुटबल व्यावसायिकको पहिलो श्रेणी
nep_0546_8843084784,इतिहासकार र दोस्रो धर्मयुद्ध को सहभागी
nep_0546_8846826662,सोलोमन द्विपको मुद्रा
nep_0546_8860380762,गोरखा जिल्लाको सदरमुकाम पृथ्वीनारायण नगरपालिका गोरखा बजारमा रहेको गोरखा अस्पताल यो क्षेत्रको मुख्य अस्पताल हो
nep_0546_8872553757,खटजात्राक्रममा पुजारीद्वारा घण्टी बजाउने चमर डोलाउने कार्य अविच्छिन्न भइरहेको हुन्छ
nep_0546_8882222908,उन्नाइस सय नब्बेमा कोलम्बियाली फुटबल व्यावसायिकको पहिलो श्रेणी
nep_0546_8896555810,ग्रिडको चरा परिवार
nep_0546_8930487507,गोपलराम दमाईको जन्म सुदूरपश्चिम नेपालको बैतडी जिल्लामा भएको हो
nep_0546_8937731751,जर्मनीको सक्सोनीको फ्री राज्यको जिल्लामा रहेको नगर
nep_0546_8955529673,जुँगे भट्टराईको जन्म सुदूरपश्चिम नेपालको बैतडी जिल्लामा भएको हो
nep_0546_8999349284,पानी तताउने भाँडो
nep_0546_9009740875,पञ्चतन्त्र छोटाछोटा कथाहरूको सँगालो हो
nep_0546_9023350983,यसबाट चार सय ईशापूर्वसम्म किराँत काल रहेको
nep_0546_9046666695,अरकिडोनिक एसिडबाट व्युत्पन्न हुन्छ
nep_0546_9054535100,महिषपाल वंशी अन्तिम राजा भुवन सिंहले पराजित नेपाल खाल्डोको शासन यस जातिले हत्याएका विश्वास गरिन्छ
nep_0546_9062136918,विराट राजाको दरबारमा पाण्डवहरू विभिन्न नामले गुप्तबास बस्दा किच्चकको कुदृष्टि द्रौपदी माथि परेछ
nep_0546_9093963485,विसं अठार सय बयालिस जेष्ठमा राजा सिद्धनारायण शाहको राज्यकालमा नेपाल एकीकरणमा गाभिएको पाइन्छ
nep_0546_9131901321,क्षेत्रपाटी निःशुल्क अस्पतालबाट सर्वसाधारणलाई निःशुल्क खोप प्रदान गरिँदै आएको कुरा खुल्न आएको छ
nep_0546_9158934174,भारतको एक आधिकारिक भाषा
nep_0546_9183385297,किरण केसी सबैले चिनेका हास्यकलाकार हुनुहुन्छ
nep_0546_9188640765,दीर्घ फुलाराको जन्म सुदूरपश्चिम नेपालको डडेलधुरा जिल्लामा भएको हो
nep_0546_9233285234,ओम विक्रम बिष्ट नेपाली आधुनिक गीतका लोकप्रिय गायक हुन्
nep_0546_9272279274,अल्बर्टाको राजधानी सहर
nep_0546_9334740893,पुष्प नेपाली नेपालका वरिष्ठ गायक गीतकार उनी सङ्गीतकार हुन्
nep_0546_9339309717,केही प्रकारका टेलिभिजन ट्युनर जसले कम्प्टयुटरद्वारा टेलिभिजनमा सिग्नल प्राप्त गर्न अनुमति दिन्छ
nep_0546_9392107080,न्यून देशमाको नामहरू
nep_0546_9426840016,भोजराज ओलीको जन्म सुदूरपश्चिम नेपालको डडेलधुरा जिल्लामा भएको हो
nep_0546_9447623973,काब्रु एउटा हिमाली पर्वतमाला हो जुन उत्तरी नेपाल र भारतको सिमानामा अवस्थित छ
nep_0546_9450977405,खेलौना पङ्तिमा एनिमेसन टेलिभिजन श्रृंखलामा आधारित
nep_0546_9500168444,इटालीको मिलानमा रहेको गीती नाट्य घर
nep_0546_9521503901,जापानी म्याङा श्रृङ्खला
nep_0546_9568328624,यसका अतिरिक्त हाइकिङ खेलको मजा टिस्‍टा नदीको उपत्यकामा वर्षभरि लिन सकिन्छ
nep_0546_9587230848,राष्ट्रपति दिमित्री मेद्भिदेभसँग वार्ता गर्न अगस्टमा उनी रेलमा गएका थिए
nep_0546_9588696681,उत्तरको अग्लो अन्नपूर्ण श्रृङ्खला सँधै हिउँले ढाकी रहन्छ एघार वटा विभिन्न हिमशिखरहरू मिटरभन्दा बढी उचाइका
nep_0546_9595432537,अमेरिकी अभिनेता र आवाज अभिनेता
nep_0546_9624031563,राजेशपायल राई उदय सोताङ सङ्गीता राना रिमा गुरुङ होडा स्वरूपराज आचार्य अन्जु पन्त तथा दीपक लिम्बु सबै राम्रा गायक हुन्
nep_0546_9655636527,छोराहरूलाई कसरी सपार्ने राजा पिरोलिरहन्थे
nep_0546_9673141857,अर्जेन्टिनाका रेसिङ कार चालक पाँच पटक फर्मुला वन च्याम्पियन
nep_0546_9675837067,डच खेल सुटर
nep_0546_9709728566,स्लोवेनियाई वनस्पतिविज्ञ र आनुवांशिकता
nep_0546_9730362107,डिल्लीराज भट्टको जन्म सुदूरपश्चिम नेपालको डडेलधुरा जिल्लामा भएको हो
nep_0546_9732483157,हावा साँस भूमि चिप्लेकीराको विलुप्त प्रजाति
nep_0546_9798842871,अमेरिकी अभिनेत्री मोडेल र गायिका
nep_0546_9855387476,दुई हजार छब्बीस साल भदौ उनान्तिस गते गुल्मी रहँदाको अवस्थामा रामेछाप जिल्लामा निशान प्राप्त गरेको
nep_0546_9860405955,शोक सुनार नेपाली गायन क्षेत्रमा ठुलो योगदान गरेका छन्
nep_0546_9879937579,दोषपूर्ण विकास वा अङ्ग वा उतकको जन्मजात अभाव
nep_0546_9882317584,न्यु ब्रन्विस्को राजधानी
nep_0546_9890598208,तालबाट हालका अवस्थासम्म बेगनास र रूपा तालबाट चाहेजतिको उपयोगिता नगरबासीहरूले लिन सकिरहेका छैनन्
nep_0546_9929277968,हन्डुरासको काखमा रहेको कोट
nep_0546_9954418010,पाटन अस्पताल पाटन नेपालका पुराना अस्पतालहरूमध्ये एक हो
nep_0546_9970131737,अमेरिकी रक एन रोल अग्रगामी
nep_0649_1055199537,स्पेन पोर्चुगल पर्सियाका केही क्षेत्रहरूमा स्थापित इस्लाम धर्म खिलाफतको थालनी सय छ सय चालीस ई ताका भएको थियो
nep_0649_1179487906,डेनमार्क एउटा राजतन्त्र भएको देश हो र त्यसको राजधानी कोपनहेगन हो
nep_0649_1734113982,एकान्तमा बस्न डुल्न मन पराउने जापानी इजरायली जर्मन रुसी पर्यटकहरू स्थानीय बासिन्दाका घर भञ्ज्याङका होटलमा क्याम्पसाइटमा पाल टाँग्छन्
nep_0649_3100264581,हनोइ भियतनामको राजधानी शहर हो
nep_0649_8842855723,वासिङ्टन डिसी संयुक्त राज्य अमेरिकाको राजधानी सहर हो
nep_0883_0152052664,पेरुको सबैभन्दा ठूलो सहर लिमा संसारभर प्रख्यात छ
nep_0883_0523982617,एन्टाल्या सहरको पूर्वपट्टि रहेको रमणीय क्षेत्र नै यसको ठूलो स्रोत हो
nep_0883_0681743016,अबोव्यान आर्मेनियाको एउटा समुदाय हो
nep_0883_0743584260,जाकार्ता इन्डोनेसियाको राजधानी सहर हो
nep_0883_1901876438,त्यस टोलीका एक सदस्य फ्रान्सेली स्विस जीवाणु विशेषज्ञ थिए
nep_0883_2369430056,उनले जर्मनी युगोस्लाभिया बेल्जीयम फ्रान्स र भारतमा पनि आफ्नो साङ्गीतिक कला प्रस्तुत गरेका थिए
nep_0883_3134182114,उपसाला नगरमालर पोखरीको जलयातायातयोग्य एउटा शाखाको तटमा जसको नाम फैरिस नदी हो र स्टकहोम नगरको एकचालिस मिल उत्तरतिर अवस्थित छ
nep_0883_3153528178,मक्वारी टापु न्युजिल्यान्ड र अन्टार्टिकाको बिचमा अवस्थित अस्ट्रेलियाको ट्याज्मानिया राज्यको भूभाग हो
nep_0883_3323148122,यसका अतिरिक्त यहाँ तिस्‍ता नदीमा रोमान्चक खेल राफ्टिङको सुरुआत गरिएको छ
nep_0883_3724821053,यहाँको जिम्नास्ट्सलाई तेत्तीसौँ ट्युलिट पिटर स्मारक कप दुई हजार सात हङ्गेरीमा दुई स्वर्ण पदक प्राप्त भएको छ
nep_0883_4623121104,यसै क्रममा उक्त टोलीले अठार सय चौरानब्बेमा हङकङ भ्रमण गरेको थियो
nep_0883_4875482575,दुई हजार आठ अगस्टमा एक जापानी प्रकाशनले किम दुई हजार तीनमै मारिसकेको दाबी गर्‍यो
nep_0883_5151957471,ऐतिहासिक सहर पेट्रा आफ्ना विचित्रका कला र संस्कृतिहरूका कारण प्रसिद्ध छ
nep_0883_5250370686,कालिम्पोङ गर्ल्स हाइस्कुल एउटा नेपाली भाषाको पत्रिका हो
nep_0883_6130774235,यो संयुक्त राज्य अमेरिकामा पर्ने एउटा राज्य हो
nep_0883_6440912992,अन्टार्क्टिका एउटा ठुलो महादेश हो अर्थात् यो एउटा भूमिको ठुलो भाग हो यो महादेश विश्वको दक्षिण क्षेत्रमा स्थित छ
nep_0883_6567311100,मायमी सहर आजभोलि निकै प्रख्यात हुन थालेको छ
nep_0883_6745833485,एकपटक रसियाको मस्को किमले लग्जरी रेलकारबाटै यात्रा गरेका थिए
nep_0883_8357619055,यो नदी पाकिस्तानमा हकरा वाहिद नारा नामहरूले चिनिन्छ
nep_0883_8460335842,एसियाकै ठूलो निजी पुस्तकालय केशर पुस्तकालय करिब छत्तीस हजार जति पुस्तकहरू राखिएका थिए
nep_0883_8469107559,क्यानाडामा वार्षिक रूपमा धेरैमात्रामा काठ तथा वन्यजन्य उत्पादनहरू निर्यात गरिन्छन्
nep_0883_8723568174,मसाजिरगोल वा मसाजिर ताल अजरबैजानको बाकु नजिक क्वाराडग रायोनमा पर्ने नुनिलो पानीको ताल हो
nep_0883_9164164279,आग्रा मकवानपुर जिल्लामा पर्ने एक गाउँ विकास समिति हो
nep_0883_9678478624,जेरुसेलम सहर धार्मिक र ऐतिहासिक रूपले निकै महत्त्वपूर्ण छ
nep_2027_0207928793,चितवन राष्ट्रिय निकुञ्ज विश्वभरका पर्यटकहरूमाझ निकै प्रख्यात छ
nep_2027_1887654545,भोटेकोशी नदी यसै गाविस भएर बग्ने भएकाले विश्मा नै भोटेकोशी राफ्टिङका लागि यो क्षेत्र निकै प्रसिद्ध छ
nep_2027_1968598216,घाम लागेपछि तिन दिनदेखि अवरुद्ध बेनी मुस्ताङ सडक सिधा यातायात सञ्चालनमा आएको छ
nep_2027_2135210073,जस्तोसुकै ग्राहकको चित्त बुझाउन सक्ने एकमात्र बार एस क्याफे एन्ड बार हो
nep_2027_4177543423,सबैभन्दा सानो ताल मैदी तालभन्दा दुई किमी पश्चिममा पर्छ
nep_2027_4199215152,स्टान्डर्ड चार्टर्ड बैङ्क नेपाल लिमिटेडले विभिन्न आर्थिक क्षेत्रहरूमा लगानी गरेको छ
nep_2027_4667640580,अरुणिमा उच्च माध्यमिक विद्यालयले धेरै पहिलेदेखि नै समाज सेवा गर्दै आएको कुरा खुलेको छ
nep_2027_4724560602,सगरमाथा चौधरी आँखा अस्पतालमा आँखाको शल्यक्रिया भएकाले मैले उनीहरूलाई त्यहाँ जान सल्लाह दिएँ
nep_2027_4847233647,ले शेर्पा भन्ने कम्पनीले यसको स्थापना देखि नै निरन्तर प्रगति गरिरहेको पाइन्छ
nep_2027_5576535754,पूर्वमा धवलागिरी देखि पश्चिममा व्यास ऋषि हिमाल नन्दादेबीसम्म यसको प्रभाव रहेको छ
nep_2027_5665575707,मुस्ताङ हिमाली जिल्ला हो
nep_2027_5969290132,कान्ति बाल अस्पतालले बालबालिकामा हुने प्रायः सबै खाले रोगहरूको उपचार गर्नमा सफल भएको छ
nep_2027_6058780194,यस वर्षदेखि युनाइटेड अकाडेमीले त्रिभुवन विश्वविद्यालयबाट सम्बन्धन प्राप्त गरेको छ
nep_2027_6330960353,प्लेसेज रेस्टुरेन्ट एन्ड बारका सबै कर्मचारीहरूले एक आपसमा मिलेर कार्य गर्दै आएको कुरा खुलासा भएको छ
nep_2027_7061155296,मिसन अस्पताल ओखलढुङ्गामा बिरामीहरूको भिड रहन्छ
nep_2027_7274060085,इबिपर्ल्सले आफ्नोमार्ग तय गर्दा धेरै कुराहरूमाथि ध्यान पुर्‍याउनु परेको थियो
nep_2027_8609281430,पञ्चकुले दाङ जिल्लाको एउटा गाउँ विकास समिति हो
nep_2027_8813767402,महेन्द्रनगर नेपालको पश्चिमाञ्चल विकास क्षेत्रमा पर्ने एउटा महत्त्वपूर्ण नाका साथै क्षेत्रीय सहर हो
nep_2027_8976817293,सरकारले जनकपुर अञ्चल आयुर्वेद औषधालयलाई आधुनिक प्रविधियुक्त गराउने प्रतिबद्धता प्रकट गरेको छ
nep_2027_9839171653,डी एन बुक्स एन्ड स्टेसनरीसँग मिलेर हाम्रो स्कुलले विद्यार्थीका लागि चाहिने पुस्तकहरूको व्यवस्था गरेको छ
nep_2099_0065310479,कालो गरुड नेपालमा पाइने एक प्रकारको चराको नाम हो
nep_2099_0119467480,नेपालमा बढी पानी पर्ने जिल्ला कास्कीको लुम्ले गाउँ विकास समिति अन्तर्गतको क्षेत्र पर्दछ
nep_2099_0135911099,प्लेग लसीका ग्रन्थी महामारीका प्रमुख प्रकोप फैलिएका थिए
nep_2099_0145260888,तर यसका पूर्व कि आङ्ग्ल फ्रेन्च सेनाहरू कालासागरका पश्चिमी तटमा वर्नमा एकत्र हुन्
nep_2099_0150100916,यहाँ हडप्पा सभ्यताका धेरै चासो महत्त्वपूर्ण अवशेष भेटिएका छन्
nep_2099_0153703750,वैदेशिक व्यापार धरासायी प्राकृतिक प्रकोप भोकमरीबाट लाखौँ मानिसले ज्यान गुमाउनुपरेको थियो
nep_2099_0225459997,यस जिल्लामा समशितोष्णदेखि शितोष्ण हावापानी पाइन्छ
nep_2099_0233938126,केरलका अधिकांश मानिसको मातृभाषा मलयालम छ यो द्रविड परिवारको प्रमुख भाषा हो
nep_2099_0249069684,न्‍यौरा एक सय तीन फिटको उचाइमा अवस्थित छ
nep_2099_0376291458,कालिम्पोङ्ग महकुमा भारतीय राज्य पश्चिम बङ्गालको दार्जीलिङ्ग जिल्ला अन्तर्गतको महकुमा हो
nep_2099_0456476554,विश्व विषयक मन्त्रीस्तरीय अन्तर्राष्ट्रिय सम्मेलनमा भाग लिन बङ्लादेशको राजधानी ढाका प्रस्थान गर्नुअघि त्रिभुवन अन्तराष्ट्रिय विमानस्थलमा सञ्चारकर्मी बिच उनले सो कुरा बताए
nep_2099_0489803071,तनहुँ क्षेत्रबाट संविधान सभा सभासद् निर्वाचित गुरुङ सालको आम चुनावमा सोही क्षेत्रबाट विजयी हुनुभएको थियो
nep_2099_0516669352,सबै विद्वान यो मान्दछन् भाषासम्बन्धी परिवर्तनको कारणले मलयालम उत्पति भएको
nep_2099_0558451960,यसभित्र कतिवटा कथा स्पष्टसँग छुट्याउन गाह्रो
nep_2099_0631115901,चीनमा उपलब्ध चिकित्सक अभिलेखमा उल्लेख गरिएको लसीका ग्रन्थी महामारी सोह्र सय चवालीसमा भएको पाइयो
nep_2099_0650526524,विश्वमा प्रचलित धेरै नैतिक कथाहरूको आधार पञ्चतन्त्रका कथाहरू मानिएका छन्
nep_2099_0661714172,सो विषयमा उत्तर कोरियाले चासो देखायो
nep_2099_0784724381,यसपछिका समयमा उल्लेख पाइन्न निलिशाला भन्ने कायमै निलिशालाबाट नक्साल कहलिन पुगेको पाइन्छ
nep_2099_0932150072,पगनाथ दैलेख जिल्लाको एउटा गाविसको नाम
nep_2099_0972783303,कालीकण्ठे सारस नेपालमा पाइने एक प्रकारको चराको नाम हो
nep_2099_0974456682,स्पेनी क्लब बार्सिलोना र क्रोएसिया राष्ट्रिय टिमका लागि केन्द्रिय वा आक्रामक मिडफिल्डरको रूपमा खेल्ने गर्दछन्
nep_2099_1045072190,दुई हजार छयालिसदेखि राजनीतिमा संलग्न रहँदै आउनुभएकी किरण यादव प्रजातान्त्रिक आन्दोलनमा विभिन्न समयमा पक्राउ पर्नुभयो
nep_2099_1049912857,यसको पुष्टि गोरु अन्य पाल्तू पशुहरूको मुर्तीहरूदेखि पनि हुन्छ
nep_2099_1113953471,यस रोपवेका कारण समथर पठार कालिङ्पोङदेखि बीस किलोमिटरको दुरीमा सिलीगुडी जाने बाटोमा अवस्थित छ
nep_2099_1118947558,भारतीय कम्युनिस्ट पार्टी जनतादल एस मुस्लिम लिग केरल काङ्ग्रेस एम केरल काङ्ग्रेस जे आदि
nep_2099_1127258591,वेलिङ्टन न्युजिल्यान्डको प्रमुख सहर हो
nep_2099_1166564592,पहाडका फेदीमा मध्यवर्ती भिराला पाखाबाट आएका पहिराका पदार्थहरूले पुर्ने क्रम ज्यार्दै जटिल छ
nep_2099_1168672510,उत्तरकोरियाका दिवङ्गत नेता किम एकान्त मनपराउने नेता थिए
nep_2099_1210926555,कतिपयले उहाँ उन्नाइस सय एकचालिसमा साइबेरियामा जन्मिएका भनेर पनि भनिन्छ
nep_2099_1239490722,यस ग्रन्थ्‍ालाई दलाई लामाले तिब्‍बतबाट आफूसँग ल्याएका थिए
nep_2099_1252103550,मलयालम साहित्यको उद्गमसँग सम्बन्धित कुनै स्पष्ट धारणा छैन
nep_2099_1308110078,दुई सय किसिमका टलिप फूल यूरोप र एसियालाई छुने प्राचीन शहर इन्तान्बुलमा फुलेका छन्
nep_2099_1325400187,प्रमाणहरूका आधारमा यो विश्वास गरिन्छ सत्रौँ शताब्दीको प्रारम्भमा केरलको जनसङ्ख्या लगभग तीस लाख थियो
nep_2099_1493577464,जङ्गलको बिचबाट निस्केको पानीको छहराको मनमोहक पर्यटकीय विकास नहुँदा ओझेलमा परेको हो
nep_2099_1595751409,केही समय पछि मेक्सिको सिटीमा उनको राउल र फिदेल कास्ट्रोसित भेट भयो
nep_2099_1620891327,कालीनाग बहुमुखी क्याम्पस दोलखा जिल्लाको सुनखानीमा अवस्थित एक कलेज
nep_2099_1647836016,पटायामा रहेको रमणीय स्थलहरूको दृश्य थाइल्यान्ड खाडीमा भएको ठुलो क्षेत्र हो
nep_2099_1652297885,त्यस्तै प्रकारले प्याङमा विभिन्न देवीदेवतालाई यसरी खुला रूपमा राख्ने गरिएको पाइन्छ
nep_2099_1781886317,यो क्षेत्र घनपोखरा समूहको दक्षिणमा अवस्थित छ
nep_2099_1866707562,काशीराज उपाध्याय नेपालका पूर्वमन्त्री हुन्
nep_2099_1930580490,अंशुवर्माको नक्साल गहिरीधारामा रहेको छ
nep_2099_2087198048,उहाँले फिल्मसम्बन्धि किताब लेख्नु भएको थियो
nep_2099_2092695301,यो जिल्लाको आकार वृत्ताकार छ फैलावट करिब सत्तरी किलोमिटरको हवाइ दूरीमा उत्तरदक्षिण फैलिएको छ
nep_2099_2117262310,मोहनजोदाडो हडप्पा पछि हडप्पा संस्कृतिको कालीबंगा तेस्रो ठुलो नगर सिद्ध भएको छ
nep_2099_2148816873,यस गाविसको प्रत्येक वडामा घ्याङ बौद्ध धर्मावलम्बीहरूको पूजा ध्यान गर्ने स्थान छ
nep_2099_2156203541,पहाडी जिल्लाहरू इलाम पाँचथर र ताप्लेजुङ तेह्रथुम सङ्खुवासभामा विभाजन गरिनु अघि पल्लो किराँतलाई लिम्बुवान भनिन्थ्यो
nep_2099_2177646820,सिन्धुपाल्चोकको निर्वाचन क्षेत्र नम्बर तीन अन्तर्गत पर्ने यस गाविस जिल्लाको उत्तरपश्चिम भूभागमा पर्दछ
nep_2099_2236639076,केरल प्रान्त पर्यटकहरूमा अत्यन्तै लोकप्रिय यसलाई ईश्वरको आफ्नो घर नामले चिनिन्छ
nep_2099_2246042046,यस्तो अवस्थामा विशेषज्ञलाई देखानुहोस् सही खालको क्रिम लगाउनुपर्छ घामबाट बच्ने उपाय अपनाउनु पर्छ
nep_2099_2261012064,खासगरी पोखरा उपत्यका भराभरीदेखि कोत्रेखोलासम्म अन्य विजयपुर दोभान स्याङखुदी खोलाहरूको तल्लो भाग ज्यादै विस्तृत छ
nep_2099_2272015924,धातु माटोका खेलौना मोहनजोदाडो हडप्पाका झैँ यहाँबाट प्राप्त भएका छन् बच्चाहरूका मनोरञ्जन प्रनि आकर्षण हुन्छ
nep_2099_2296423149,ब्राजिलको गाउँमा बस्नेमारिया आफ्नो भाग्य खोज्दै स्विट्जरल्यान्ड पुग्छे तर वास्तविकता सोचेभन्दा फरक भएपछि जेनेभामा वेश्यावृत्तिमा लाग्न पुग्छे
nep_2099_2308716689,यसको सुप बनाइन्छ यो खान सकिन्छ अन्य तरकारीमा मिसाइन्छ यसले छुट्टै स्वाद
nep_2099_2312183443,कुल तालको नजिकै पाइएको नेस्टारी चिहानको अभिलेखमा लसीका ग्रन्थी महामारीको बारेमा उल्लेख गरेको
nep_2099_2372342860,हजार वर्ष पहिला रचना गरिएको कुनै कृति उपलब्ध छैन
nep_2099_2380888505,केरलका गणित तथा ज्योतिषशास्त्रको विकास आर्यभट्टको रचना आर्यभट्टीयका आधारमा भएको छ
nep_2099_2396757575,चिली राष्ट्रिय फुटबल टिम र वारेन म्युनिखका लागि मिडफिल्डर फुटबलरको जन्म बाइस मे उन्नाइस सय सतासीमा भएको हो
nep_2099_2444485210,अन्नबालीको राम्रो उब्जनी कसैलाई पनि रोगव्याधि भोकमरीले अकालमा नमारोस् उनीहरूको प्रार्थना हुन्छ
nep_2099_2480341314,मध्यकालीन यहुदीसमुदायमाथि धेरै आक्रमण भए
nep_2099_2545982989,पाँच सय तीसको पाटन खपिन्छें अभिलेखमा
nep_2099_2575893683,सबैको सहमति सक्रियतामा निर्धारित समयभित्रै नयाँ संविधान निर्माण हुनुपर्छ भन्ने कुरामा उहाँ विशेष जोड दिनुहुन्छ
nep_2099_2583853926,दुई हजार आठको अगष्टमा किमको दुई हजार तीनमै मृत्यु भएको कुरा छापेको थियो
nep_2099_2602572693,यहाँदेखि सिलीगुडी उनान्सत्तरी किलोमिटरको बस भाडा पचास रुपैयाँ छ
nep_2099_2636020806,मैले समाजकल्याणको लागि साहित्य सेवाको लागि कसैलाई खुसी पार्न केही लेखेको छैन
nep_2099_2639367134,पचपन्नझ्याले दरबारको निर्माण राजा भूपतिन्द्र मल्लले नेपाल सम्वत् बयासीमा गरेका थिए
nep_2099_2651306388,विष्णु शर्माले रचेका कथाहरू पाँच प्रकरण खण्डमा बाँडिएको हुनाले ती सबै कथालाई पंचतन्त्र भनिन्छ
nep_2099_2664037030,यो नदी पाकिस्तानमा हकरा वाहिद नारा नामहरूले जानिन्छ
nep_2099_2672412961,स्थायी हिमरेखामाथि अनवरत हिउँका प्रक्रिया यस क्षेत्रको तल्लो सीमान्त भूभागमा अस्थायी हिउँका प्रक्रिया केन्द्रित रहन्छन्
nep_2099_2761512626,म्यासेडोनिया सहरको प्राचीन महत्त्व छ किनभने मानव सभ्यताको यो एउटा नमुना थियो
nep_2099_2765447007,भारतीय परम्पराअनुसार केरलमा पनि गणित अन्तरिक्ष विज्ञान ज्योतिषीको विकास परस्पर सम्बन्धित भयो
nep_2099_2788612143,उन्नाइसौँ शताब्दीको उक्त महामारीको कारक रोगजनकको अध्ययन एक वैज्ञानिकहरूको टोलीले सुरु गरेको थियो
nep_2099_2836882307,किचकवध भन्ने ठाउँ झापाको पृथ्वीनगर गाविसको वडा पाँच स्थित मेची नदी देउनिया खोलाको संगममा छ
nep_2099_2848092180,यसका कतिपय कथाहरू कथाहरूभित्र कथा कथाभित्रका कथा छन्
nep_2099_2898115278,मोदी मर्दी काली विजयपुर कोत्रे साद्री काहुँ हर्पन फुस्रे इन्दी आदि
nep_2099_2910899168,अर्जेन्टिनाको राजधानी सहर ब्युनर्स आयर्समा जन्मिएका जर्जमारियोलाई सन् उन्नाइस सय उनान्सत्तरीमा पुजारीको रूपमा नियुक्त गरिएको थियो
nep_2099_2951995413,एकपटक रसियाको मस्को किमले लग्जरी रेलकारबाटै यात्रा गरेका थिए
nep_2099_2983462393,उहाँ केही महिनासम्म सार्वजनिक समारोहहरूमा समेत सहभागी हुनु भएको
nep_2099_3210893690,पचरौता बारा जिल्लामा अवस्थित गाउँ विकास समिति
nep_2099_3232335200,यसपछि ती बटनी बे हाल सिडनी न्यू साउथ वेल्समा उपनिवेश बनाउने समर्थन गर्ने विवरणहरूका साथ फिर्ता गए
nep_2099_3236525110,केरलका धेरै प्रसिद्ध वैज्ञानिकहरू विज्ञानको विविध शाखाहरूमा अझै कार्यरत छन्
nep_2099_3265813239,कालोटाउके वनकाग नेपालमा पाइने एक प्रकारको चराको नाम हो
nep_2099_3287257157,पोखराको फेवा ताल आसपासको क्षेत्रमा यो वनस्पति प्रशस्त मात्रामा पाइन्छ
nep_2099_3360592058,सञ्चार माध्यमको रूपमा यस क्षेत्रमा मेरो मोबाइलको नेपाल टेलिकमको सम्पूर्ण फोन सेवाहरू उपलब्ध छन्
nep_2099_3384352377,यस मठमा बौद्धहरूको कंग्‍युर ग्रन्थ राखिएको छ
nep_2099_3400996335,यसलाई अङ्ग्रेजीमा पाइड हर्बिन भनिन्छ
nep_2099_3420424836,यस्ता शब्दहरूको प्रयोगले अभिवक्तालाई लाग्दछ उसले जनाउन खोजेको अस्वीकृति भित्रैदेखि जानियो
nep_2099_3504794324,पपुवा न्युगिनी एउटा प्रशान्त महासागरीय राम्रो टापु हो
nep_2099_3508801376,उनीसित धनसम्पत्तीको कमी
nep_2099_3520404984,कावेरी नदीका डेल्टामा राम्रो खेती हुन्छ
nep_2099_3532073204,आलु आजकल उत्तरी युरोपको लागि सर्वाधिक उपयुक्त फसल त्यसबेला अमेरिकामा सीमित युरोपेलीहरूलाई त्यतिबेला यसको जानकारी थिएन
nep_2099_3636838174,फेसन पारखी उनी फेसनको क्षेत्रमा एक आइकन थिए
nep_2099_3660091245,विकास बैङ्क हो
nep_2099_3674649929,रामचरितमलाई मलयालमको प्रारम्भिक काव्य मानिन्छ केरलको साहित्यिक परम्परा त्योभन्दा पनि पुरानो हुनसक्छ
nep_2099_3683393070,पर्वतीय भूभाग समुद्री तटीय क्षेत्र वन क्षेत्र तीर्थाटन केन्द्र प्रमुख छन्
nep_2099_3691524514,प्रतिनिधि सभाका लागि यस जिल्लामा तीन निर्वाचन क्षेत्र छन्
nep_2099_3837561282,टर्की आधिकारीक नाम गणतन्त्र टर्की पश्चिम एसियामा अवस्थित एउटा युरेसियन राष्ट्र हो
nep_2099_3840539384,कालो सालक नेपालमा पाइने एक प्रकारको जनावर
nep_2099_3862635526,आयुर्वेद दुई हजार वर्ष पुरानो भारतीय चिकित्सा पद्दति हो
nep_2099_3928220943,तपाईँको मान्यतालाई नपर्खेको तपाईँको मान्यताको आशा नराखीकन सुरु हुन्छ
